Sample_ID	Population
EPI_ISL_1534452	SOUTH_AFRICA
EPI_ISL_1534453	SOUTH_AFRICA
EPI_ISL_1534454	SOUTH_AFRICA
EPI_ISL_1534455	SOUTH_AFRICA
EPI_ISL_1534456	SOUTH_AFRICA
EPI_ISL_1534457	SOUTH_AFRICA
EPI_ISL_1534458	SOUTH_AFRICA
EPI_ISL_1550920	SOUTH_AFRICA
EPI_ISL_1550930	SOUTH_AFRICA
EPI_ISL_1550934	SOUTH_AFRICA
EPI_ISL_1550935	SOUTH_AFRICA
EPI_ISL_1550956	SOUTH_AFRICA
EPI_ISL_1550957	SOUTH_AFRICA
EPI_ISL_1591382	SOUTH_AFRICA
EPI_ISL_1591399	SOUTH_AFRICA
EPI_ISL_1591445	SOUTH_AFRICA
EPI_ISL_1706551	SOUTH_AFRICA
EPI_ISL_1706552	SOUTH_AFRICA
EPI_ISL_1706575	SOUTH_AFRICA
EPI_ISL_1817697	SOUTH_AFRICA
EPI_ISL_1817698	SOUTH_AFRICA
EPI_ISL_1817699	SOUTH_AFRICA
EPI_ISL_1817700	SOUTH_AFRICA
EPI_ISL_1817701	SOUTH_AFRICA
EPI_ISL_1817702	SOUTH_AFRICA
EPI_ISL_1817703	SOUTH_AFRICA
EPI_ISL_1817704	SOUTH_AFRICA
EPI_ISL_1817710	SOUTH_AFRICA
EPI_ISL_1817711	SOUTH_AFRICA
EPI_ISL_1817712	SOUTH_AFRICA
EPI_ISL_1817715	SOUTH_AFRICA
EPI_ISL_1817716	SOUTH_AFRICA
EPI_ISL_1817717	SOUTH_AFRICA
EPI_ISL_1817718	SOUTH_AFRICA
EPI_ISL_1817719	SOUTH_AFRICA
EPI_ISL_1817720	SOUTH_AFRICA
EPI_ISL_1817721	SOUTH_AFRICA
EPI_ISL_1817722	SOUTH_AFRICA
EPI_ISL_1817723	SOUTH_AFRICA
EPI_ISL_1817724	SOUTH_AFRICA
EPI_ISL_1817725	SOUTH_AFRICA
EPI_ISL_1817726	SOUTH_AFRICA
EPI_ISL_1817727	SOUTH_AFRICA
EPI_ISL_1817728	SOUTH_AFRICA
EPI_ISL_1817729	SOUTH_AFRICA
EPI_ISL_1817730	SOUTH_AFRICA
EPI_ISL_1817731	SOUTH_AFRICA
EPI_ISL_1817732	SOUTH_AFRICA
EPI_ISL_1817733	SOUTH_AFRICA
EPI_ISL_1817734	SOUTH_AFRICA
EPI_ISL_1817735	SOUTH_AFRICA
EPI_ISL_1817736	SOUTH_AFRICA
EPI_ISL_1817737	SOUTH_AFRICA
EPI_ISL_1817738	SOUTH_AFRICA
EPI_ISL_1817739	SOUTH_AFRICA
EPI_ISL_1817740	SOUTH_AFRICA
EPI_ISL_1817741	SOUTH_AFRICA
EPI_ISL_1817742	SOUTH_AFRICA
EPI_ISL_1817743	SOUTH_AFRICA
EPI_ISL_1817744	SOUTH_AFRICA
EPI_ISL_1817745	SOUTH_AFRICA
EPI_ISL_1817746	SOUTH_AFRICA
EPI_ISL_1817747	SOUTH_AFRICA
EPI_ISL_1817748	SOUTH_AFRICA
EPI_ISL_1817749	SOUTH_AFRICA
EPI_ISL_1817752	SOUTH_AFRICA
EPI_ISL_1817855	SOUTH_AFRICA
EPI_ISL_1817857	SOUTH_AFRICA
EPI_ISL_1817858	SOUTH_AFRICA
EPI_ISL_1817859	SOUTH_AFRICA
EPI_ISL_1817860	SOUTH_AFRICA
EPI_ISL_1817861	SOUTH_AFRICA
EPI_ISL_1817862	SOUTH_AFRICA
EPI_ISL_1817863	SOUTH_AFRICA
EPI_ISL_1818854	SOUTH_AFRICA
EPI_ISL_1818856	SOUTH_AFRICA
EPI_ISL_1818857	SOUTH_AFRICA
EPI_ISL_1818859	SOUTH_AFRICA
EPI_ISL_1818860	SOUTH_AFRICA
EPI_ISL_1818863	SOUTH_AFRICA
EPI_ISL_1818867	SOUTH_AFRICA
EPI_ISL_1818868	SOUTH_AFRICA
EPI_ISL_1818869	SOUTH_AFRICA
EPI_ISL_1818870	SOUTH_AFRICA
EPI_ISL_1818872	SOUTH_AFRICA
EPI_ISL_1818875	SOUTH_AFRICA
EPI_ISL_1818876	SOUTH_AFRICA
EPI_ISL_1818879	SOUTH_AFRICA
EPI_ISL_1818880	SOUTH_AFRICA
EPI_ISL_1818881	SOUTH_AFRICA
EPI_ISL_1818885	SOUTH_AFRICA
EPI_ISL_1818887	SOUTH_AFRICA
EPI_ISL_1818889	SOUTH_AFRICA
EPI_ISL_1818892	SOUTH_AFRICA
EPI_ISL_1818893	SOUTH_AFRICA
EPI_ISL_1818897	SOUTH_AFRICA
EPI_ISL_1818898	SOUTH_AFRICA
EPI_ISL_1818899	SOUTH_AFRICA
EPI_ISL_1818900	SOUTH_AFRICA
EPI_ISL_1818901	SOUTH_AFRICA
EPI_ISL_1818903	SOUTH_AFRICA
EPI_ISL_1818906	SOUTH_AFRICA
EPI_ISL_1818908	SOUTH_AFRICA
EPI_ISL_1818911	SOUTH_AFRICA
EPI_ISL_1818915	SOUTH_AFRICA
EPI_ISL_1818919	SOUTH_AFRICA
EPI_ISL_1818920	SOUTH_AFRICA
EPI_ISL_1818921	SOUTH_AFRICA
EPI_ISL_1818925	SOUTH_AFRICA
EPI_ISL_1818926	SOUTH_AFRICA
EPI_ISL_1818931	SOUTH_AFRICA
EPI_ISL_1818935	SOUTH_AFRICA
EPI_ISL_1827557	SOUTH_AFRICA
EPI_ISL_1827562	SOUTH_AFRICA
EPI_ISL_1827568	SOUTH_AFRICA
EPI_ISL_1827575	SOUTH_AFRICA
EPI_ISL_1827577	SOUTH_AFRICA
EPI_ISL_1827578	SOUTH_AFRICA
EPI_ISL_1827579	SOUTH_AFRICA
EPI_ISL_1827581	SOUTH_AFRICA
EPI_ISL_1827582	SOUTH_AFRICA
EPI_ISL_1827583	SOUTH_AFRICA
EPI_ISL_1827584	SOUTH_AFRICA
