Sample_ID	Population
EPI_ISL_19731033	2025
EPI_ISL_19731034	2025
EPI_ISL_19731035	2025
EPI_ISL_19731036	2025
EPI_ISL_19731038	2025
EPI_ISL_19731039	2025
EPI_ISL_19731040	2025
EPI_ISL_19731041	2025
EPI_ISL_19731042	2025
EPI_ISL_19731043	2025
EPI_ISL_19731044	2025
EPI_ISL_19731045	2025
EPI_ISL_19731046	2025
EPI_ISL_19731047	2025
EPI_ISL_19731048	2025
EPI_ISL_19731049	2025
EPI_ISL_19731050	2025
EPI_ISL_19731051	2025
EPI_ISL_19731052	2025
EPI_ISL_19731053	2025
EPI_ISL_19731054	2025
EPI_ISL_19731055	2025
EPI_ISL_19731056	2025
EPI_ISL_19731057	2025
EPI_ISL_19731058	2025
EPI_ISL_19731059	2025
EPI_ISL_19731060	2025
EPI_ISL_19731061	2025
EPI_ISL_19731062	2025
EPI_ISL_19731063	2025
EPI_ISL_19731064	2025
EPI_ISL_19731065	2025
EPI_ISL_19731066	2025
EPI_ISL_19731067	2025
EPI_ISL_19731068	2025
EPI_ISL_19731069	2025
EPI_ISL_19731071	2025
EPI_ISL_19731072	2025
EPI_ISL_19731073	2025
EPI_ISL_19731074	2025
EPI_ISL_19731075	2025
EPI_ISL_19731076	2025
EPI_ISL_19731077	2025
EPI_ISL_19731078	2025
EPI_ISL_19731079	2025
EPI_ISL_19731080	2025
EPI_ISL_19731081	2025
EPI_ISL_19731082	2025
EPI_ISL_19731083	2025
EPI_ISL_19731084	2025
EPI_ISL_19731085	2025
EPI_ISL_19731086	2025
EPI_ISL_19731087	2025
EPI_ISL_19731088	2025
EPI_ISL_19731089	2025
EPI_ISL_19731091	2025
EPI_ISL_19731092	2025
EPI_ISL_19731093	2025
EPI_ISL_19731094	2025
EPI_ISL_19731095	2025
EPI_ISL_19731096	2025
EPI_ISL_19731097	2025
EPI_ISL_19731098	2025
EPI_ISL_19731099	2025
EPI_ISL_19731100	2025
EPI_ISL_19731101	2025
EPI_ISL_19731102	2025
EPI_ISL_19731103	2025
EPI_ISL_19731104	2025
EPI_ISL_19731105	2025
EPI_ISL_19731106	2025
EPI_ISL_19731107	2025
EPI_ISL_19731108	2025
EPI_ISL_19731109	2025
EPI_ISL_19731110	2025
EPI_ISL_19731111	2025
EPI_ISL_19731112	2025
EPI_ISL_19731113	2025
EPI_ISL_19731114	2025
EPI_ISL_19731115	2025
EPI_ISL_19731116	2025
EPI_ISL_19731117	2025
EPI_ISL_19731118	2025
EPI_ISL_19731119	2025
EPI_ISL_19731120	2025
EPI_ISL_19731121	2025
EPI_ISL_19731122	2025
EPI_ISL_19731123	2025
EPI_ISL_19731124	2025
EPI_ISL_19731125	2025
EPI_ISL_19731126	2025
EPI_ISL_19731127	2025
EPI_ISL_19731128	2025
EPI_ISL_19731129	2025
EPI_ISL_19731130	2025
EPI_ISL_19731131	2025
EPI_ISL_19731132	2025
EPI_ISL_19731133	2025
EPI_ISL_19731134	2025
EPI_ISL_19731135	2025
EPI_ISL_19731136	2025
EPI_ISL_19731137	2025
EPI_ISL_19731138	2025
EPI_ISL_19731139	2025
EPI_ISL_19731140	2025
EPI_ISL_19731141	2025
EPI_ISL_19731142	2025
EPI_ISL_19731143	2025
EPI_ISL_19731144	2025
EPI_ISL_19731145	2025
EPI_ISL_19731146	2025
EPI_ISL_19731147	2025
EPI_ISL_19731148	2025
EPI_ISL_19731149	2025
EPI_ISL_19731150	2025
EPI_ISL_19731151	2025
EPI_ISL_19731152	2025
EPI_ISL_19731153	2025
EPI_ISL_19731154	2025
